job_title,company,location,industry,experience_level,salary_usd,remote,required_skills,description,posted_date
Deep Learning Engineer,QuantumLeap Tech,"Toronto, Canada",Retail,Mid,186729,No,"python, vector databases, kubernetes, gcp, pandas, tensorflow","We are looking for a Deep Learning Engineer with experience in python, vector databases, kubernetes, gcp, pandas, tensorflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-02 17:45:48.102049
AI Research Engineer,BlueCore Systems,"Berlin, Germany",Healthcare,Mid,91556,Yes,"computer vision, vector databases, docker, deep learning, aws, pandas, transformers","We are looking for a AI Research Engineer with experience in computer vision, vector databases, docker, deep learning, aws, pandas, transformers. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-07 17:45:48.102067
Data Scientist,DataForge,"Boston, USA",Cybersecurity,Entry,175830,No,"airflow, azure, nlp, pandas, kubernetes, pytorch, tensorflow","We are looking for a Data Scientist with experience in airflow, azure, nlp, pandas, kubernetes, pytorch, tensorflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-18 17:45:48.102088
MLOps Engineer,SkyNetics,"Boston, USA",Retail,Senior,188114,No,"nlp, tensorflow, mlops, transformers, aws, machine learning, airflow","We are looking for a MLOps Engineer with experience in nlp, tensorflow, mlops, transformers, aws, machine learning, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-01 17:45:48.102106
AI Platform Engineer,CloudSphere,"New York, USA",Finance,Mid,96383,Yes,"langchain, gcp, vector databases, pandas","We are looking for a AI Platform Engineer with experience in langchain, gcp, vector databases, pandas. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-29 17:45:48.102125
NLP Engineer,NeuralStack,"Boston, USA",Retail,Entry,126652,Yes,"python, vector databases, sql, spark, pytorch, transformers","We are looking for a NLP Engineer with experience in python, vector databases, sql, spark, pytorch, transformers. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-11 17:45:48.102142
Applied AI Scientist,NextGen Analytics,"Berlin, Germany",Cloud Services,Mid,171303,No,"deep learning, azure, transformers, pytorch, tensorflow, spark, langchain","We are looking for a Applied AI Scientist with experience in deep learning, azure, transformers, pytorch, tensorflow, spark, langchain. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-28 17:45:48.102159
AI Research Engineer,TechNova,"Berlin, Germany",Retail,Mid,163188,Yes,"azure, deep learning, langchain, sql, gcp","We are looking for a AI Research Engineer with experience in azure, deep learning, langchain, sql, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-30 17:45:48.102176
AI Engineer,NeuralStack,"San Francisco, USA",Technology,Senior,170891,Yes,"computer vision, azure, gcp, airflow, nlp, pytorch, machine learning","We are looking for a AI Engineer with experience in computer vision, azure, gcp, airflow, nlp, pytorch, machine learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-09 17:45:48.102193
Data Scientist,AIWorks,Remote,Technology,Mid,199543,Yes,"kubernetes, mlops, tensorflow, computer vision, sql, gcp","We are looking for a Data Scientist with experience in kubernetes, mlops, tensorflow, computer vision, sql, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-10 17:45:48.102209
MLOps Engineer,VisionAI Labs,"London, UK",Retail,Senior,100452,No,"machine learning, langchain, transformers, pytorch, spark","We are looking for a MLOps Engineer with experience in machine learning, langchain, transformers, pytorch, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-01 17:45:48.102225
Deep Learning Engineer,SkyNetics,"Berlin, Germany",Cloud Services,Senior,140667,Yes,"docker, kubernetes, langchain, azure, airflow, aws","We are looking for a Deep Learning Engineer with experience in docker, kubernetes, langchain, azure, airflow, aws. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-25 17:45:48.102242
MLOps Engineer,CloudSphere,Remote,Cybersecurity,Mid,154565,No,"langchain, azure, pytorch, computer vision, kubernetes, gcp","We are looking for a MLOps Engineer with experience in langchain, azure, pytorch, computer vision, kubernetes, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-07 17:45:48.102258
Computer Vision Engineer,SkyNetics,"Bangalore, India",Technology,Entry,200362,Yes,"pytorch, deep learning, azure, transformers","We are looking for a Computer Vision Engineer with experience in pytorch, deep learning, azure, transformers. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-04 17:45:48.102282
AI Research Engineer,NextGen Analytics,"Boston, USA",Technology,Mid,189046,No,"vector databases, computer vision, airflow, pandas","We are looking for a AI Research Engineer with experience in vector databases, computer vision, airflow, pandas. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-01 17:45:48.102297
Machine Learning Engineer,QuantumLeap Tech,"Bangalore, India",Cybersecurity,Mid,178553,No,"gcp, azure, computer vision, deep learning","We are looking for a Machine Learning Engineer with experience in gcp, azure, computer vision, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-23 17:45:48.102314
AI Research Engineer,NextGen Analytics,"Seattle, USA",Retail,Entry,111443,No,"pandas, nlp, python, deep learning, scikit-learn, docker, kubernetes","We are looking for a AI Research Engineer with experience in pandas, nlp, python, deep learning, scikit-learn, docker, kubernetes. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-30 17:45:48.102333
AI Platform Engineer,NextGen Analytics,"Toronto, Canada",Finance,Mid,213703,No,"deep learning, vector databases, mlops, pytorch","We are looking for a AI Platform Engineer with experience in deep learning, vector databases, mlops, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-02 17:45:48.102348
Cloud AI Engineer,QuantumLeap Tech,"Bangalore, India",Cloud Services,Mid,194139,No,"airflow, python, computer vision, deep learning, spark, langchain","We are looking for a Cloud AI Engineer with experience in airflow, python, computer vision, deep learning, spark, langchain. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-27 17:45:48.102366
Cloud AI Engineer,QuantumLeap Tech,"San Francisco, USA",Finance,Mid,168033,No,"scikit-learn, nlp, mlops, docker","We are looking for a Cloud AI Engineer with experience in scikit-learn, nlp, mlops, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-06 17:45:48.102381
LLM Engineer,CloudSphere,"Boston, USA",Healthcare,Senior,165640,Yes,"docker, kubernetes, machine learning, deep learning, scikit-learn, tensorflow, spark","We are looking for a LLM Engineer with experience in docker, kubernetes, machine learning, deep learning, scikit-learn, tensorflow, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-19 17:45:48.102415
NLP Engineer,DataForge,"London, UK",Healthcare,Senior,176540,No,"machine learning, pytorch, docker, kubernetes, pandas, aws, spark","We are looking for a NLP Engineer with experience in machine learning, pytorch, docker, kubernetes, pandas, aws, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-25 17:45:48.102434
AI Platform Engineer,TechNova,"Toronto, Canada",Cloud Services,Senior,187624,No,"scikit-learn, machine learning, python, pandas","We are looking for a AI Platform Engineer with experience in scikit-learn, machine learning, python, pandas. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-28 17:45:48.102449
Computer Vision Engineer,CloudSphere,"Seattle, USA",Technology,Mid,137564,No,"sql, machine learning, airflow, mlops, azure, docker","We are looking for a Computer Vision Engineer with experience in sql, machine learning, airflow, mlops, azure, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-10 17:45:48.102474
NLP Engineer,DataForge,Remote,Cybersecurity,Entry,165043,No,"machine learning, langchain, pytorch, scikit-learn, azure, spark, computer vision","We are looking for a NLP Engineer with experience in machine learning, langchain, pytorch, scikit-learn, azure, spark, computer vision. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-10 17:45:48.102491
AI Engineer,DataForge,"Bangalore, India",Retail,Senior,138635,No,"langchain, gcp, deep learning, spark","We are looking for a AI Engineer with experience in langchain, gcp, deep learning, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-06 17:45:48.102506
Data Scientist,CloudSphere,"Boston, USA",Cloud Services,Entry,206584,Yes,"pandas, nlp, mlops, tensorflow, langchain, vector databases","We are looking for a Data Scientist with experience in pandas, nlp, mlops, tensorflow, langchain, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-02 17:45:48.102526
LLM Engineer,TechNova,"New York, USA",Cybersecurity,Mid,166798,Yes,"azure, langchain, sql, docker, aws, machine learning","We are looking for a LLM Engineer with experience in azure, langchain, sql, docker, aws, machine learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-13 17:45:48.102543
MLOps Engineer,QuantumLeap Tech,"London, UK",Finance,Entry,112914,Yes,"deep learning, scikit-learn, computer vision, spark, kubernetes","We are looking for a MLOps Engineer with experience in deep learning, scikit-learn, computer vision, spark, kubernetes. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-08 17:45:48.102559
MLOps Engineer,NextGen Analytics,"Boston, USA",Retail,Senior,101002,Yes,"airflow, gcp, aws, docker, machine learning","We are looking for a MLOps Engineer with experience in airflow, gcp, aws, docker, machine learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-13 17:45:48.102574
Applied AI Scientist,NextGen Analytics,"Toronto, Canada",Technology,Entry,165119,Yes,"machine learning, scikit-learn, mlops, computer vision, nlp","We are looking for a Applied AI Scientist with experience in machine learning, scikit-learn, mlops, computer vision, nlp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-20 17:45:48.102590
